CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
5.3,6.34,13,74,61,54,1,37,79,5,20,74.43
5.63,6.62,63,35,81,61,1,87,83,1,3,87.5
7.93,8.76,81,43,97,76,1,5,80,17,6,75.38
9.13,8.62,38,54,79,27,1,38,33,6,10,77.26
5.9,6.75,85,40,92,31,0,3,35,13,6,53.56
5.66,5.98,62,84,86,97,0,92,52,38,5,98.82
6.15,7.2,88,61,93,0,1,47,64,52,10,66.33
9.05,6.76,74,70,83,78,0,33,91,51,5,83.27
8.42,5.68,86,93,62,52,0,62,73,48,5,84.77
8.23,8.67,97,25,50,19,1,76,39,31,12,86.99
8.92,7.82,71,22,54,76,1,0,86,75,13,72.46
8.1,6.38,26,14,58,78,1,41,65,15,10,79.37
6.06,8.68,44,12,76,91,0,100,59,56,7,99.0
7.23,9.14,48,44,58,78,0,15,79,35,7,74.18
9.37,7.56,56,82,98,36,0,33,43,16,20,84.42
7.32,8.09,14,73,87,60,0,10,94,66,10,67.86
6.35,5.67,85,95,86,82,0,29,30,26,16,81.82
6.38,7.13,83,98,70,21,0,40,82,73,20,75.42
8.35,6.35,60,63,52,1,1,2,79,8,13,54.56
8.05,6.84,92,23,100,14,0,67,99,39,20,84.95
9.24,7.61,40,93,64,75,1,29,84,64,6,82.36
5.37,8.22,82,45,58,20,0,14,73,35,20,62.71
8.47,6.25,15,60,73,71,1,78,38,16,7,92.18
7.35,7.04,79,100,80,84,1,26,64,56,19,88.33
7.89,8.58,32,13,86,70,1,86,76,56,1,92.32
8.32,5.98,17,29,62,21,1,82,47,33,4,75.67
9.24,6.96,40,10,62,56,1,32,49,24,18,79.29
7.88,5.71,96,34,99,40,0,64,84,14,6,81.38
8.24,7.36,81,53,58,93,1,44,83,72,6,88.69
7.26,5.46,78,61,70,63,0,11,86,64,1,61.23
9.07,6.63,20,38,96,58,1,54,34,15,18,88.52
7.85,6.92,31,73,71,45,1,6,69,5,18,68.99
5.85,6.37,56,72,94,64,0,52,39,12,16,84.17
7.59,7.36,85,96,83,70,0,0,89,20,6,71.17
5.65,7.16,68,27,67,37,1,99,85,20,3,85.66
7.71,7.34,94,23,61,57,0,95,30,3,18,99.0
6.65,5.93,54,37,93,67,1,34,98,5,17,78.9
8.51,5.48,69,69,97,82,0,30,91,54,7,80.46
8.26,8.37,23,100,70,92,1,74,60,19,19,99.0
8.28,6.38,64,71,67,47,0,24,91,43,16,74.98
7.31,5.1,81,93,74,29,0,91,99,71,6,86.11
8.32,6.37,64,31,97,17,1,65,82,29,7,76.69
6.46,6.27,82,33,72,69,1,81,42,9,0,87.2
5.45,6.9,98,15,54,3,1,11,86,33,16,52.56
5.06,7.24,55,89,97,0,0,74,87,61,14,75.14
8.18,8.61,74,70,100,81,1,73,98,11,16,99.0
7.01,8.12,79,60,80,75,1,97,41,18,18,99.0
6.3,6.43,41,72,74,92,1,51,71,3,13,89.73
5.96,7.47,82,20,80,20,0,92,42,25,12,84.81
5.79,7.27,88,58,53,86,1,43,36,36,1,77.91
8.43,8.08,71,91,67,35,0,28,56,8,20,82.18
7.15,9.69,33,20,65,26,1,14,82,24,7,60.66
8.02,8.97,92,51,62,31,0,50,82,75,4,77.3
8.88,8.97,10,23,55,18,0,74,56,41,12,82.11
6.67,5.62,91,28,88,100,0,51,73,26,8,87.71
6.7,5.57,81,63,74,59,1,86,98,33,16,96.28
8.55,6.3,96,54,71,13,0,49,75,33,4,70.64
5.84,6.18,24,17,57,74,0,27,84,59,0,60.1
5.11,8.08,80,58,72,66,0,28,42,38,11,73.12
6.05,9.1,15,73,71,10,1,38,95,72,16,67.69
8.82,9.37,27,78,81,18,1,33,67,5,6,73.04
6.51,8.76,70,85,97,100,1,54,67,6,17,99.0
6.24,7.03,60,70,75,23,0,19,95,61,5,57.05
5.05,6.27,13,82,61,58,1,24,74,61,11,63.46
6.41,7.25,89,12,96,25,0,57,80,68,13,74.65
7.59,6.79,44,30,70,81,1,81,96,46,8,94.84
9.38,9.57,58,32,91,7,0,41,60,49,8,72.85
7.01,6.01,81,22,63,74,1,61,80,63,1,79.95
7.28,5.37,78,98,70,16,0,52,54,45,20,76.97
7.67,9.47,84,13,59,84,0,32,65,64,2,79.51
7.25,8.57,40,37,92,36,0,96,54,41,19,97.73
6.48,5.3,81,79,82,92,1,89,86,15,7,99.0
7.75,7.01,77,80,91,31,1,31,96,94,7,70.07
8.31,9.22,69,58,65,62,0,5,96,31,15,76.9
6.65,9.55,21,90,66,54,0,15,55,7,3,67.95
8.99,6.95,34,57,73,93,0,49,88,27,3,88.53
6.14,7.95,62,75,72,61,0,3,46,31,20,70.84
6.35,8.84,74,34,92,66,0,9,34,7,11,71.63
6.92,5.28,48,92,81,38,1,34,54,23,20,74.6
7.99,6.08,84,49,61,55,1,83,66,56,14,94.64
7.2,6.49,61,26,89,75,0,26,32,3,2,71.05
5.27,8.11,35,62,81,63,0,9,64,14,7,63.38
8.5,8.5,41,12,95,95,0,53,47,28,9,93.2
5.41,8.35,50,97,61,60,1,18,44,6,18,76.12
7.79,7.09,35,11,69,6,0,41,63,39,17,65.52
5.49,7.57,80,49,87,14,0,78,89,40,2,74.34
7.98,8.36,31,30,100,45,0,63,45,33,15,86.66
9.47,9.19,70,56,88,52,1,8,57,41,12,76.91
8.09,8.74,48,81,70,29,1,28,65,64,15,74.55
8.36,6.43,48,70,62,68,0,59,82,25,19,93.66
6.83,5.97,14,16,73,29,0,24,36,35,19,59.73
8.9,9.62,63,71,78,17,0,9,43,6,5,65.49
7.21,9.58,64,69,76,47,0,24,52,23,1,70.73
6.65,7.6,51,10,69,20,1,85,50,39,3,76.15
9.38,5.2,94,18,73,2,0,92,62,38,20,89.02
6.26,7.07,69,70,55,83,1,75,98,95,17,97.89
6.14,7.04,95,21,91,71,1,62,63,46,4,83.29
8.48,7.69,13,81,64,75,1,56,67,15,6,89.15
9.47,8.81,66,10,99,45,1,79,39,18,14,98.6
7.51,6.18,65,61,60,78,0,35,90,7,2,76.64
9.38,7.81,43,97,55,24,1,40,72,38,2,73.09
8.86,9.46,73,62,58,88,1,98,68,31,10,99.0
8.11,5.08,22,68,50,44,0,89,52,23,20,92.99
6.16,9.73,22,10,69,9,0,22,82,71,19,60.28
7.29,7.1,47,90,69,49,1,80,56,42,6,88.84
6.22,7.46,50,100,68,52,0,70,93,12,10,88.34
6.22,6.78,21,42,74,37,0,9,32,5,0,50.43
5.59,5.92,36,90,98,25,0,33,90,74,4,58.28
7.56,8.66,67,35,94,53,0,49,93,89,14,84.53
7.3,9.19,89,58,60,41,0,14,54,6,10,71.38
8.83,9.75,69,79,83,98,1,32,56,50,0,90.37
5.6,8.88,84,16,58,55,0,80,54,4,15,93.17
7.88,7.98,89,99,86,77,1,42,35,19,17,96.13
8.91,8.02,10,97,100,17,1,30,62,30,15,73.99
5.45,6.47,26,60,59,66,0,40,31,29,1,65.38
7.22,5.47,21,76,69,27,0,83,89,60,12,81.42
7.58,9.78,73,11,67,17,1,40,60,16,0,67.26
5.22,5.9,99,35,64,12,1,6,58,45,4,44.45
8.3,6.12,91,73,90,0,0,89,77,75,2,79.79
6.76,9.61,100,71,79,37,1,87,31,30,5,93.62
9.05,8.94,78,25,65,93,0,86,38,28,20,99.0
5.64,7.9,70,56,61,67,1,58,59,36,2,80.11
8.78,5.22,68,17,89,32,0,76,72,66,11,82.22
8.02,6.31,56,89,58,32,0,80,80,63,10,86.56
6.06,9.48,66,83,100,71,0,10,46,20,8,74.52
6.0,8.44,56,68,100,60,1,11,92,79,16,72.12
5.42,8.1,13,62,87,23,1,40,37,2,0,60.86
6.99,6.87,85,41,69,61,0,7,59,12,3,63.19
9.35,7.29,30,32,90,29,0,85,80,28,0,84.19
6.12,7.42,29,14,81,52,1,81,42,4,6,83.73
8.8,6.32,10,43,86,73,0,40,56,46,11,79.7
5.86,6.47,41,65,67,16,0,84,90,7,7,77.17
5.17,8.96,13,67,85,77,1,50,87,67,6,80.32
8.75,6.49,83,29,97,77,0,34,67,40,0,77.64
6.3,9.45,97,90,52,44,0,51,51,28,17,88.37
6.75,5.78,47,76,66,78,0,17,74,54,7,68.58
7.58,6.64,74,48,66,83,1,97,44,32,11,99.0
7.32,7.8,66,20,77,62,0,4,51,37,3,61.23
6.45,8.64,85,13,56,23,0,48,55,50,11,70.81
6.41,9.69,67,56,82,91,0,6,56,47,20,82.37
6.95,7.78,15,45,58,72,0,88,48,46,6,91.14
8.31,5.99,74,12,93,57,0,99,39,9,16,99.0
8.37,9.49,30,79,53,36,1,15,75,59,1,64.6
6.35,6.73,97,78,85,59,0,91,84,4,14,99.0
6.4,7.32,28,88,78,29,1,41,41,16,7,68.86
8.32,6.2,22,16,70,65,0,32,94,93,19,75.85
5.59,9.77,94,65,73,59,0,30,54,26,9,78.17
9.43,8.93,53,15,65,38,1,82,51,12,0,89.1
6.75,6.7,14,13,84,0,0,30,96,6,6,51.57
7.38,7.6,65,41,54,92,1,65,79,16,17,99.0
6.4,5.31,17,99,93,63,1,68,41,11,17,89.22
5.69,9.05,77,29,68,77,1,73,41,29,19,98.42
7.95,5.44,69,94,83,81,1,56,78,47,19,96.33
8.03,7.8,66,27,84,67,1,61,44,26,12,91.12
5.9,8.26,31,17,57,29,0,58,72,56,7,68.58
9.47,8.19,12,83,76,47,0,88,41,35,2,93.11
5.56,6.4,91,54,88,11,0,34,75,18,6,59.7
8.45,5.77,41,39,56,37,1,26,49,37,14,67.01
5.49,6.48,24,83,78,21,0,32,69,8,18,65.51
5.25,5.22,33,64,58,2,0,50,33,16,15,60.03
8.45,9.29,48,31,75,19,0,39,68,66,5,68.79
6.89,9.6,64,94,87,77,0,74,32,8,17,99.0
6.49,6.5,53,98,80,19,0,90,60,50,17,88.59
6.05,6.21,15,63,56,7,0,12,36,14,0,42.26
5.96,5.76,48,72,86,89,0,90,62,45,16,99.0
7.19,5.55,39,35,82,77,1,61,84,76,9,83.13
9.24,7.55,97,70,51,98,0,51,59,4,4,97.7
5.33,5.09,29,19,99,58,0,83,86,71,4,76.65
9.08,5.11,20,100,99,78,0,12,54,32,13,75.95
7.94,5.13,58,73,56,31,1,27,98,56,5,62.28
7.29,6.47,42,64,100,22,0,31,73,49,6,62.36
7.58,9.2,85,41,51,65,1,67,54,54,10,93.13
7.89,9.06,35,58,75,0,1,100,94,26,17,94.09
6.31,6.66,61,25,51,57,1,44,81,71,3,68.6
6.83,9.32,84,22,93,59,0,32,44,44,8,76.26
6.18,9.46,73,77,67,84,1,14,39,31,15,81.6
7.24,7.87,73,76,78,39,0,76,82,76,11,89.27
7.18,7.05,48,27,70,27,1,81,92,68,19,86.61
7.3,7.74,76,85,87,84,1,69,43,20,11,99.0
9.39,8.93,71,76,92,49,1,10,39,32,6,74.11
6.75,9.0,15,97,86,77,0,63,33,16,7,91.85
5.22,8.27,39,88,86,58,1,51,64,36,7,79.08
6.17,7.12,84,15,65,98,1,49,47,42,9,85.68
8.21,7.68,53,67,95,5,1,68,76,62,17,83.04
7.55,7.88,53,98,64,13,0,86,78,38,18,91.95
6.24,8.98,33,23,83,61,1,85,35,34,12,92.61
6.31,9.09,29,19,79,17,0,39,56,20,3,61.35
6.0,8.69,10,25,65,5,0,55,69,32,10,64.73
7.08,9.25,90,43,60,24,1,91,30,27,1,86.62
5.03,7.12,27,78,55,7,1,54,36,33,18,67.37
8.57,8.02,92,94,83,15,1,73,89,73,8,87.74
7.55,7.55,72,69,98,36,0,53,55,18,11,82.39
9.11,9.38,51,26,54,24,1,33,48,2,9,74.08
9.33,8.62,61,92,80,82,1,47,99,6,18,99.0
5.86,7.24,52,41,62,38,1,94,35,2,19,93.86
7.1,5.99,66,64,76,79,1,57,51,37,1,82.41
7.12,7.51,47,54,85,5,1,32,95,49,3,58.63
6.23,7.34,51,10,68,73,1,81,93,52,7,88.93
8.19,7.13,37,100,92,60,0,4,94,71,18,73.76
7.15,5.79,96,75,57,23,0,97,43,38,16,92.0
8.52,7.02,74,13,62,16,0,79,67,26,4,79.0
5.02,6.66,76,65,53,68,0,90,91,18,8,92.35
8.15,6.38,36,76,97,41,1,2,69,5,18,67.79
6.79,8.49,100,51,81,81,1,96,87,84,20,99.0
5.65,5.86,31,62,99,4,1,18,34,15,18,55.07
6.73,8.25,16,72,100,59,1,46,92,90,14,81.88
7.09,6.53,92,56,70,40,1,99,43,16,16,99.0
9.04,7.67,81,57,71,38,1,12,45,25,19,75.3
8.11,5.56,73,82,76,90,1,31,92,76,6,81.63
7.2,8.51,85,12,75,34,0,92,58,9,3,89.04
9.13,9.39,18,43,90,66,0,58,51,37,12,92.85
7.75,8.06,59,20,52,8,1,5,68,37,17,57.35
6.41,8.67,76,42,72,58,1,52,98,88,1,77.74
5.84,9.07,62,63,71,52,0,63,98,35,20,91.52
6.27,9.52,75,53,66,75,1,2,30,17,4,68.49
9.09,8.45,57,84,68,81,1,82,73,65,7,99.0
6.36,8.49,57,61,58,37,0,60,76,6,0,75.59
5.77,8.3,80,85,58,37,1,76,84,24,17,92.01
7.42,8.88,21,87,94,5,0,36,82,79,16,69.77
6.99,5.29,27,17,98,31,1,30,69,3,5,58.65
9.08,6.22,75,66,61,93,0,22,66,47,16,86.65
5.5,8.58,27,30,52,2,0,39,33,7,13,60.19
6.63,9.07,67,97,81,60,1,61,40,15,20,98.19
5.19,6.33,31,98,59,82,1,34,43,29,19,80.39
6.1,8.92,28,29,83,30,0,88,84,64,0,79.06
5.8,8.99,16,44,58,30,0,90,99,12,10,85.74
7.94,6.41,40,84,69,85,0,73,90,43,18,99.0
8.37,8.86,88,22,54,98,0,59,63,49,7,97.05
9.36,6.04,61,72,93,42,0,31,98,45,18,80.23
8.87,6.03,62,94,76,39,0,4,100,89,11,64.47
9.44,9.53,86,75,89,80,0,56,92,80,2,97.27
5.53,8.46,93,73,78,2,0,48,68,68,2,63.2
7.0,8.53,46,44,63,50,0,18,63,43,15,70.46
7.99,9.12,92,26,95,62,0,8,60,5,20,80.99
8.69,6.84,18,97,51,4,0,29,59,24,10,63.06
6.26,9.15,62,10,72,9,1,71,49,36,6,73.27
6.41,6.55,18,96,71,52,1,22,36,34,20,71.48
6.59,7.95,18,31,81,45,0,5,64,58,12,58.13
8.09,7.7,99,91,78,95,1,97,80,56,17,99.0
5.99,5.82,99,94,71,33,0,74,51,28,19,88.1
5.5,8.27,53,73,74,92,0,40,91,87,2,79.21
5.4,8.32,12,10,50,40,1,1,56,26,9,50.43
5.98,8.7,54,44,89,88,1,23,99,29,15,82.55
8.32,6.07,67,24,92,64,1,81,80,39,10,94.1
8.13,5.79,96,44,96,49,0,19,62,43,16,72.99
7.28,8.45,76,18,65,36,1,26,72,33,9,68.59
8.11,7.57,29,17,80,63,0,76,84,47,15,93.12
6.7,5.6,52,74,74,66,1,85,65,57,5,88.89
6.91,8.61,55,77,87,23,1,87,49,1,12,92.79
8.61,6.13,51,73,64,88,1,88,86,16,3,99.0
7.73,5.39,83,71,93,40,1,23,95,70,13,70.02
6.17,9.53,96,59,83,64,1,62,53,16,2,89.0
6.53,7.45,57,45,80,50,0,38,36,26,12,73.94
8.07,7.25,25,11,59,27,1,94,86,80,7,83.58
6.24,8.11,45,62,99,17,0,45,93,22,7,68.62
6.47,8.5,70,77,89,67,1,10,58,50,12,73.62
6.95,8.0,12,61,69,4,1,1,63,44,11,49.38
9.26,8.41,30,64,76,44,0,57,91,6,13,89.52
6.86,8.41,68,33,67,79,1,8,30,30,3,67.31
6.66,8.67,100,13,64,11,1,97,53,29,7,86.52
8.11,6.51,74,90,72,41,0,53,75,32,13,84.26
7.25,5.84,19,71,87,55,1,72,41,1,6,84.43
8.67,7.54,28,29,51,66,0,9,36,20,12,69.29
8.72,5.16,47,70,71,24,0,100,81,65,12,90.83
6.46,6.65,93,20,59,11,1,93,59,5,7,81.66
6.13,5.62,92,63,62,60,0,84,82,63,10,89.7
5.83,5.52,30,79,61,44,1,73,30,29,17,81.73
9.31,6.04,32,10,71,72,0,97,38,31,4,95.22
6.59,6.99,31,47,79,72,0,69,49,7,14,90.65
6.96,6.12,22,54,62,5,1,5,99,69,1,41.68
8.11,5.71,44,61,61,89,0,58,47,4,11,91.65
7.68,9.0,48,100,82,66,1,16,46,14,14,81.92
8.71,7.34,33,68,89,64,1,80,88,84,9,95.94
7.7,9.13,93,72,78,45,0,65,43,11,3,88.96
6.87,9.77,69,85,95,45,0,97,61,8,7,99.0
6.46,9.64,58,79,62,70,1,69,59,38,8,94.25
5.14,5.67,53,29,55,61,0,52,84,60,17,75.15
5.4,5.89,38,63,99,87,0,59,89,8,12,87.0
8.89,7.84,67,46,100,93,1,85,30,14,7,99.0
5.56,5.6,70,93,86,83,0,10,74,3,19,76.07
5.06,8.28,93,66,80,96,1,21,84,50,14,83.03
8.38,8.35,68,83,54,46,0,99,100,3,9,99.0
6.73,5.94,70,69,75,71,0,53,84,28,15,86.9
6.74,6.52,67,25,56,40,0,52,75,10,11,74.61
9.49,5.2,55,29,90,35,0,73,49,16,5,81.86
8.58,5.54,22,25,91,89,0,33,64,7,9,79.69
6.38,9.34,47,69,69,26,1,70,91,66,5,80.03
8.1,9.14,22,85,65,11,0,49,53,3,0,70.47
9.15,8.78,13,12,96,17,1,8,75,39,3,55.88
6.22,5.23,92,53,55,85,0,99,76,60,8,98.48
5.3,5.55,85,13,83,87,0,44,86,68,4,73.53
9.4,5.59,91,43,83,86,0,76,42,2,10,99.0
7.82,8.46,16,85,68,48,1,39,84,31,2,74.43
7.48,5.65,16,20,62,48,0,85,34,12,20,89.26
9.3,5.18,27,62,52,33,0,97,30,15,7,88.88
6.37,6.94,18,72,61,24,0,45,91,87,4,62.03
6.63,6.76,34,46,53,53,0,15,48,35,0,56.16
7.05,5.19,24,98,51,100,0,73,81,32,4,92.03
9.48,5.97,76,36,84,26,1,55,43,16,8,78.5
8.54,6.77,48,29,93,49,1,14,52,48,14,68.67
8.2,8.7,20,19,65,55,1,66,35,31,17,89.8
9.39,6.37,42,26,85,8,1,42,45,14,12,69.56
7.0,7.34,63,49,68,66,1,86,85,39,1,91.23
6.15,6.05,42,42,81,58,0,99,79,50,14,94.06
5.49,8.01,65,76,72,47,0,66,35,6,12,85.56
8.13,6.35,23,54,60,5,1,81,98,58,5,74.53
5.13,9.11,35,28,85,43,0,19,67,3,10,63.74
6.64,6.15,51,57,64,93,1,0,37,7,1,64.32
7.02,5.58,53,75,91,48,1,81,87,43,14,90.66
5.61,7.45,20,44,55,94,0,91,95,88,16,99.0
6.04,5.78,53,31,72,50,0,92,92,21,6,85.13
6.13,6.11,97,32,81,33,1,37,86,86,14,68.51
7.34,8.29,70,32,66,18,0,88,59,54,19,90.37
7.42,7.87,46,52,50,94,1,57,78,74,7,90.19
6.71,8.87,12,61,89,36,1,36,98,57,4,68.01
5.26,7.2,53,42,97,9,0,78,88,8,9,74.82
6.1,6.02,64,73,90,69,1,22,84,2,16,76.43
5.48,6.87,12,39,66,1,1,42,79,77,13,56.13
5.26,8.68,86,100,85,84,0,78,39,38,13,99.0
5.87,6.51,44,42,54,39,0,12,62,58,8,53.63
9.14,6.71,62,78,85,41,1,92,91,83,13,99.0
5.73,5.55,20,19,82,5,1,78,97,70,17,70.62
8.02,5.23,35,44,52,86,0,58,59,20,4,83.06
6.89,6.4,14,75,54,34,0,67,35,3,19,82.9
6.35,9.4,67,13,93,16,1,97,64,21,6,87.43
5.29,8.05,87,49,92,5,1,27,54,50,15,61.59
6.36,6.32,44,54,79,28,0,50,87,35,15,72.41
7.32,6.41,51,76,97,76,1,26,46,4,20,84.98
6.63,5.26,96,82,68,18,1,21,81,57,9,59.48
6.78,7.39,54,66,89,14,1,50,97,19,19,77.36
6.49,6.9,64,20,79,1,1,61,36,2,5,66.23
7.65,7.06,59,87,97,74,1,31,45,9,1,78.77
7.88,7.99,54,64,51,65,0,20,55,25,14,77.39
8.81,9.04,23,25,59,45,0,16,70,51,20,73.66
9.02,7.77,39,55,100,13,0,53,85,36,8,75.81
5.88,8.11,79,13,85,63,0,90,38,10,0,89.48
9.45,6.7,21,71,52,89,0,9,43,38,10,75.49
6.49,6.31,19,37,54,98,1,100,98,20,14,99.0
9.12,9.5,47,74,60,81,0,83,54,30,6,99.0
7.08,6.9,22,30,99,70,1,19,83,7,4,67.61
7.03,8.87,34,30,81,72,0,55,52,17,9,86.37
5.28,7.36,74,81,98,34,1,43,34,13,6,70.98
5.5,7.08,43,53,64,31,0,2,34,27,9,50.35
8.24,9.41,32,95,69,7,1,23,56,37,3,63.17
8.45,6.58,61,34,57,66,0,92,33,24,8,96.41
8.99,5.44,35,34,94,12,0,81,35,20,12,80.7
9.21,5.35,35,86,96,59,1,69,86,27,9,91.43
6.96,6.34,18,82,50,56,0,11,84,7,11,64.56
8.47,9.03,12,81,84,42,1,21,58,10,9,73.82
9.08,5.11,62,90,59,87,1,30,57,34,11,84.56
6.3,8.77,77,44,52,73,1,47,30,20,6,82.4
8.28,7.22,70,10,69,95,1,27,31,1,9,83.76
9.03,8.76,22,100,51,41,0,6,68,20,11,69.94
7.97,7.28,80,63,79,5,0,76,54,44,12,82.07
5.59,5.92,70,35,89,4,0,1,51,24,18,48.77
7.59,8.67,40,82,88,66,0,36,48,23,7,81.72
5.82,8.96,26,72,68,73,1,49,81,47,0,78.31
8.56,8.84,97,76,88,67,1,53,67,10,14,99.0
6.75,5.3,96,71,82,53,0,29,51,24,8,70.6
7.85,8.16,97,48,88,99,1,28,42,11,12,92.03
8.3,6.88,96,44,96,18,1,53,44,20,19,82.99
6.41,9.06,74,52,77,92,1,51,94,61,18,97.34
9.1,8.41,47,80,74,1,0,1,39,22,14,60.0
5.85,6.21,22,84,97,26,0,67,36,36,19,78.29
5.03,9.6,38,63,80,0,0,3,38,9,6,47.86
6.36,7.5,52,26,85,72,0,55,79,41,7,81.43
5.55,8.05,97,45,80,100,0,28,100,94,13,84.03
8.61,8.22,42,78,95,35,0,48,69,49,9,80.61
9.36,5.96,66,81,58,14,1,74,58,32,16,87.28
5.58,6.92,13,28,80,87,0,48,42,42,2,72.77
8.91,8.01,19,78,97,98,1,1,68,24,7,78.59
8.74,9.09,11,28,89,46,1,69,100,54,2,84.33
7.32,5.33,46,42,60,82,0,29,50,37,2,68.94
7.47,5.07,12,71,50,15,1,18,64,7,9,53.97
8.77,5.41,78,47,50,65,0,27,91,74,14,76.32
8.78,6.58,37,90,79,65,0,97,68,14,18,99.0
5.03,6.94,47,67,54,64,0,97,88,60,19,97.45
8.07,5.93,75,76,100,95,1,39,42,31,11,90.03
6.46,8.98,30,61,61,1,0,83,72,23,19,84.39
8.33,8.12,58,37,77,2,1,63,67,13,16,80.5
7.0,9.37,68,34,56,65,1,20,61,12,1,71.17
8.58,5.47,47,55,100,18,1,0,41,9,4,51.95
5.09,7.36,89,61,82,97,0,53,68,17,18,94.99
7.3,6.85,18,34,97,21,1,82,67,53,11,80.32
7.78,5.45,63,21,92,57,1,76,78,29,17,91.8
7.69,8.45,66,67,66,11,0,17,79,11,12,64.92
7.14,5.72,27,14,65,33,1,12,54,30,6,51.61
6.31,9.78,26,73,84,73,1,29,47,18,11,81.39
5.3,8.53,49,94,74,34,0,47,69,69,17,76.89
7.02,9.63,32,19,86,84,1,42,32,23,15,88.3
7.66,9.42,10,87,68,8,0,84,40,39,0,78.57
7.32,9.57,35,78,80,12,1,57,52,27,9,77.77
5.1,9.39,100,53,65,33,0,8,72,65,0,55.16
6.15,7.23,38,23,72,10,1,73,35,21,19,76.98
6.52,6.78,89,27,83,100,0,43,54,8,15,90.89
8.14,6.57,21,57,72,62,0,84,71,64,14,94.11
5.1,8.27,89,11,54,84,0,97,93,3,0,95.48
5.44,5.94,94,86,61,90,0,21,83,16,9,76.26
7.73,8.02,56,37,68,51,0,4,97,89,7,61.79
7.08,9.03,91,100,82,94,0,83,55,40,7,99.0
6.54,6.72,16,45,56,90,1,1,70,30,8,64.61
7.73,7.86,34,58,79,68,0,10,48,41,20,75.52
6.7,5.75,53,42,54,57,0,88,31,13,16,92.04
8.89,5.1,41,57,100,61,0,19,54,4,5,69.37
9.43,9.55,64,26,68,38,0,31,50,23,7,76.5
9.4,8.1,76,32,54,3,1,38,63,12,19,76.08
9.25,9.7,18,40,79,49,1,20,90,74,2,70.2
7.39,6.7,63,71,91,42,1,1,40,8,3,59.0
8.07,6.96,73,29,72,0,1,81,40,33,16,81.98
7.34,6.89,40,42,64,2,1,6,96,54,5,46.85
5.19,7.76,69,18,79,19,1,2,60,45,19,54.24
5.96,8.16,95,51,71,63,0,40,100,62,7,77.95
5.49,6.64,63,58,99,50,1,95,33,30,15,93.76
6.24,7.17,35,34,69,24,1,41,68,52,19,69.09
5.44,7.1,40,99,63,2,1,91,50,38,5,76.06
7.19,5.71,99,68,83,67,0,48,72,27,20,89.65
5.45,5.46,16,16,66,82,1,3,71,39,17,61.31
5.54,7.09,73,20,50,8,0,19,75,73,18,54.65
5.91,7.12,74,99,90,73,0,14,34,23,5,70.22
5.5,8.57,28,18,67,63,1,50,61,33,16,80.15
9.44,7.51,26,96,70,90,1,60,73,63,18,99.0
8.72,5.22,84,54,55,3,0,12,82,18,19,60.82
9.13,9.45,40,53,87,58,0,99,31,8,6,99.0
8.92,5.3,86,10,65,24,0,34,45,20,5,63.61
6.1,7.56,35,83,55,81,0,13,87,68,18,75.07
8.92,8.3,66,13,81,50,1,45,45,24,17,86.34
8.71,7.74,46,67,62,25,1,36,74,25,19,78.58
5.22,9.78,44,21,59,74,0,93,60,43,17,99.0
6.83,5.65,42,35,78,0,0,2,91,76,0,37.33
8.4,6.05,51,95,53,45,0,54,35,10,14,84.39
7.79,8.8,45,40,60,61,1,39,46,13,4,78.19
8.41,5.6,53,60,67,13,1,12,45,26,15,59.4
7.38,6.37,100,37,72,18,0,69,80,72,0,71.92
6.21,5.09,97,82,60,98,1,91,35,21,10,99.0
6.07,9.63,40,15,74,74,1,50,75,19,11,85.25
8.03,5.62,85,90,92,33,1,80,35,13,13,92.15
7.99,5.44,45,10,77,17,0,16,46,40,19,57.83
8.16,7.02,91,37,71,47,1,69,50,38,2,83.64
8.32,9.39,64,66,78,79,1,3,100,2,0,74.47
6.49,5.41,83,29,84,39,0,40,37,26,14,69.78
6.15,9.53,57,18,64,4,1,87,100,45,4,77.8
9.41,8.15,87,35,75,80,0,26,80,76,6,82.62
9.27,5.68,68,42,78,38,0,9,46,32,10,63.28
7.26,8.93,33,69,50,76,1,81,67,42,11,99.0
8.92,7.71,49,70,67,82,1,18,35,29,3,76.91
8.88,8.53,29,66,68,22,0,66,31,23,3,78.97
7.94,7.92,70,38,53,16,1,31,78,58,9,65.71
6.99,8.06,84,58,61,7,0,67,93,79,6,74.33
6.11,5.32,60,75,68,23,0,33,71,24,5,59.19
9.38,8.91,23,52,83,27,1,47,53,50,6,76.33
5.23,6.0,52,20,62,70,0,21,67,2,1,59.82
8.43,9.16,76,70,85,40,0,63,60,39,20,96.23
8.05,6.72,87,18,61,21,1,100,54,29,8,89.46
6.24,7.19,19,31,76,35,1,96,91,16,9,86.46
6.07,6.92,99,82,99,65,1,50,52,38,20,90.68
5.16,8.25,94,51,67,55,0,31,93,2,5,71.35
8.81,5.81,88,11,57,36,1,38,94,4,1,68.05
5.54,5.44,53,12,79,19,1,51,47,20,12,63.42
7.33,7.76,34,61,94,11,0,78,100,79,11,80.54
5.54,6.81,50,20,78,73,1,92,42,21,7,91.25
7.14,7.97,85,75,93,42,0,67,89,73,13,89.49
7.5,9.77,41,84,53,16,0,57,39,39,11,78.56
7.28,9.2,72,92,98,88,0,51,73,36,8,96.44
